"","Age","Year","Female","Male","Total"
"1",0,1959,1354781,1410264,2765045
"2",0,1960,1322840.22,1381027.58,2703867.8
"3",0,1961,1321010.26,1382860.27,2703870.53
"4",0,1962,1266760.38,1326325.3,2593085.68
"5",0,1963,1184066.85,1237356.72,2421423.57
"6",0,1964,1110744.92,1166164.2,2276909.12
"7",0,1965,1015526.26,1061981.96,2077508.22
"8",0,1966,952520.72,998614.41,1951135.13
"9",0,1967,938930.55,979766.37,1918696.92
"10",0,1968,890508.61,930054.65,1820563.26
"11",0,1969,876110.01,914413.97,1790523.98
"12",0,1970,899603,918722,1818325
"13",0,1971,970585,1004593,1975178
"14",0,1972,989378,1028733,2018111
"15",0,1973,1031054,1063917,2094971
"16",0,1974,1015308,1057161,2072469
"17",0,1975,1052462,1092018,2144480
"18",0,1976,1063328,1098818,2162146
"19",0,1977,1066043,1109179,2175222
"20",0,1978,1064666,1102729,2167395
"21",0,1979,1057950,1094228,2152178
"22",0,1980,1053707,1097954,2151661
"23",0,1981,1070924,1115254,2186178
"24",0,1982,1087078,1129231,2216309
"25",0,1983,1132916,1179342,2312258
"26",0,1984,1207421,1255370,2462791
"27",0,1985,1170893,1218576,2389469
"28",0,1986,1159370,1202064,2361434
"29",0,1987,1204207,1252806,2457013
"30",0,1988,1202873,1251219,2454092
"31",0,1989,1139897,1187105,2327002
"32",0,1990,1035959,1087571,2123530
"33",0,1991,957048,1007499,1964547
"34",0,1992,868672,911359,1780031
"35",0,1993,763315.5,806136.5,1569452
"36",0,1994,661938,699048,1360986
"37",0,1995,686285.5,722201,1408486.5
"38",0,1996,656644,689863,1346507
"39",0,1997,627639,662268,1289907
"40",0,1998,605028,638149,1243177
"41",0,1999,616407,651156,1267563
"42",0,2000,584087,618358,1202445
"43",0,2001,607397,643346,1250743
"44",0,2002,618445,652827,1271272
"45",0,2003,663173.5,697246.5,1360420
"46",0,2004,709698,751299,1460997
"47",0,2005,722567,762487,1485054
"48",0,2006,705400,743109,1448509
"49",0,2007,712862,751341,1464203
"50",0,2008,775346,819866,1595212
"51",0,2009,826277,870036,1696313
"52",0,2010,840251,886298,1726549
"53",0,2011,809048,852478,1661526
"54",0,2012,868465,917708,1786173
"55",0,2013,917750,970890,1888640
"56",0,2014,916238,967151,1883389
"57",0,2015,924306,978312,1902618
"58",1,1959,1327834,1380478,2708312
"59",1,1960,1297553.03,1344296.43,2641849.46
"60",1,1961,1310994.79,1365185.2,2676179.99
"61",1,1962,1310937.16,1368429.83,2679366.99
"62",1,1963,1256752.8,1312128.76,2568881.56
"63",1,1964,1177382.81,1226981.04,2404363.85
"64",1,1965,1106454.76,1158559.54,2265014.3
"65",1,1966,1013949.2,1057964.92,2071914.12
"66",1,1967,950869.11,994165.75,1945034.86
"67",1,1968,935379.73,974018.86,1909398.59
"68",1,1969,892372.28,931342.64,1823714.92
"69",1,1970,883148,919154,1802302
"70",1,1971,917152,943769,1860921
"71",1,1972,948965,977505,1926470
"72",1,1973,970010,1001627,1971637
"73",1,1974,1008131,1034251,2042382
"74",1,1975,992799,1027963,2020762
"75",1,1976,1028957,1061343,2090300
"76",1,1977,1039929,1068070,2107999
"77",1,1978,1045985,1079940,2125925
"78",1,1979,1047338,1079300,2126638
"79",1,1980,1051668,1085348,2137016
"80",1,1981,1047925,1089733,2137658
"81",1,1982,1065437,1107249,2172686
"82",1,1983,1082199,1121544,2203743
"83",1,1984,1127913,1172133,2300046
"84",1,1985,1203681,1248156,2451837
"85",1,1986,1168507,1214218,2382725
"86",1,1987,1158317,1198994,2357311
"87",1,1988,1206034,1252999,2459033
"88",1,1989,1206165,1255875,2462040
"89",1,1990,1132245,1178636,2310881
"90",1,1991,1032202,1083033,2115235
"91",1,1992,961147,1010089,1971236
"92",1,1993,861453,903692,1765145
"93",1,1994,757949,799577,1557526
"94",1,1995,668829.5,706539,1375368.5
"95",1,1996,687510,723012,1410522
"96",1,1997,658245,690445,1348690
"97",1,1998,627919,661388,1289307
"98",1,1999,604901,636697,1241598
"99",1,2000,616356,650015,1266371
"100",1,2001,587564,620799,1208363
"101",1,2002,607091,640248,1247339
"102",1,2003,619102.5,649690.5,1268793
"103",1,2004,672663,706290,1378953
"104",1,2005,707707,747614,1455321
"105",1,2006,718778,756809,1475587
"106",1,2007,708165,742702,1450867
"107",1,2008,711274,748706,1459980
"108",1,2009,773073,816082,1589155
"109",1,2010,821792,863627,1685419
"110",1,2011,818136,861497,1679633
"111",1,2012,808267,851544,1659811
"112",1,2013,867707,916825,1784532
"113",1,2014,917146,970024,1887170
"114",1,2015,915922,966625,1882547
"115",2,1959,1285340,1335064,2620404
"116",2,1960,1295464.66,1348909.9,2644374.56
"117",2,1961,1295020.33,1340902.49,2635922.82
"118",2,1962,1308676.51,1362229.19,2670905.7
"119",2,1963,1308569.01,1364721.23,2673290.24
"120",2,1964,1253901.63,1308369.35,2562270.98
"121",2,1965,1177262.8,1225832.64,2403095.44
"122",2,1966,1107397.38,1158468.15,2265865.53
"123",2,1967,1016728.85,1060046.49,2076775.34
"124",2,1968,952644.68,995016.99,1947661.67
"125",2,1969,935449.58,973456.74,1908906.32
"126",2,1970,897624,937606,1835230
"127",2,1971,906505,930110,1836615
"128",2,1972,909051,935043,1844094
"129",2,1973,942874,971037,1913911
"130",2,1974,963807,995818,1959625
"131",2,1975,1000482,1026377,2026859
"132",2,1976,987612,1023275,2010887
"133",2,1977,1023487,1056480,2079967
"134",2,1978,1034649,1065477,2100126
"135",2,1979,1041499,1075082,2116581
"136",2,1980,1045070,1076499,2121569
"137",2,1981,1051552,1084867,2136419
"138",2,1982,1047423,1089182,2136605
"139",2,1983,1066875,1107581,2174456
"140",2,1984,1082208,1119650,2201858
"141",2,1985,1128681,1171901,2300582
"142",2,1986,1204381,1247772,2452153
"143",2,1987,1172475,1216715,2389190
"144",2,1988,1162103,1203377,2365480
"145",2,1989,1212978,1258464,2471442
"146",2,1990,1202526,1251624,2454150
"147",2,1991,1132577,1178289,2310866
"148",2,1992,1036924,1086771,2123695
"149",2,1993,955395.5,1004492.5,1959888
"150",2,1994,855524,897066,1752590
"151",2,1995,768000.5,811076.5,1579077
"152",2,1996,674714,711405,1386119
"153",2,1997,689438,724893,1414331
"154",2,1998,660248,691912,1352160
"155",2,1999,629364,662424,1291788
"156",2,2000,605851,636818,1242669
"157",2,2001,619208,651811,1271019
"158",2,2002,591712,623724,1215436
"159",2,2003,614081.5,645440,1259521.5
"160",2,2004,626800,657678,1284478
"161",2,2005,675132,708898,1384030
"162",2,2006,707120,745501,1452621
"163",2,2007,716921,753520,1470441
"164",2,2008,710590,743778,1454368
"165",2,2009,710803,747579,1458382
"166",2,2010,772015,814000,1586015
"167",2,2011,815795,855122,1670917
"168",2,2012,818295,861568,1679863
"169",2,2013,808493,851803,1660296
"170",2,2014,868085,917061,1785146
"171",2,2015,917727,970566,1888293
"172",3,1959,1313885,1365116,2679001
"173",3,1960,1281499.74,1330919.56,2612419.3
"174",3,1961,1296131.42,1349229.94,2645361.36
"175",3,1962,1294937.32,1340104.61,2635041.93
"176",3,1963,1308259.3,1361210.23,2669469.53
"177",3,1964,1308032.13,1363154.57,2671186.7
"178",3,1965,1252732.52,1306276.44,2559008.96
"179",3,1966,1178191.62,1225771.99,2403963.61
"180",3,1967,1109417.63,1159376.74,2268794.37
"181",3,1968,1020214.53,1062979.29,2083193.82
"182",3,1969,955237.34,996671.01,1951908.35
"183",3,1970,936292,973701,1909993
"184",3,1971,903785,931433,1835218
"185",3,1972,903637,927572,1831209
"186",3,1973,905497,931326,1836823
"187",3,1974,941034,969415,1910449
"188",3,1975,962240,994523,1956763
"189",3,1976,998282,1023843,2022125
"190",3,1977,986545,1022951,2009496
"191",3,1978,1022174,1054733,2076907
"192",3,1979,1032973,1063826,2096799
"193",3,1980,1042497,1075473,2117970
"194",3,1981,1045322,1075406,2120728
"195",3,1982,1052648,1085964,2138612
"196",3,1983,1050115,1090764,2140879
"197",3,1984,1070432,1108439,2178871
"198",3,1985,1083276,1119929,2203205
"199",3,1986,1130482,1172573,2303055
"200",3,1987,1207545,1248992,2456537
"201",3,1988,1177118,1221255,2398373
"202",3,1989,1167043,1207951,2374994
"203",3,1990,1211459,1256788,2468247
"204",3,1991,1203919,1253031,2456950
"205",3,1992,1137233,1181920,2319153
"206",3,1993,1031567,1081616,2113183
"207",3,1994,949776,998656,1948432
"208",3,1995,864766,907996,1772762
"209",3,1996,776597,818448,1595045
"210",3,1997,679077,715267,1394344
"211",3,1998,690669,725950,1416619
"212",3,1999,662156,693540,1355696
"213",3,2000,630606,663311,1293917
"214",3,2001,608111,638351,1246462
"215",3,2002,620724,652231,1272955
"216",3,2003,602206.5,633536.5,1235743
"217",3,2004,625771,657775,1283546
"218",3,2005,630326,661424,1291750
"219",3,2006,677968,712095,1390063
"220",3,2007,707498,744722,1452220
"221",3,2008,717028,753072,1470100
"222",3,2009,712364,744827,1457191
"223",3,2010,711026,747262,1458288
"224",3,2011,770136,811037,1581173
"225",3,2012,816241,855373,1671614
"226",3,2013,818790,861953,1680743
"227",3,2014,809032,852353,1661385
"228",3,2015,868828,917863,1786691
"229",4,1959,1339333,1387099,2726432
"230",4,1960,1310571.63,1361295.36,2671866.99
"231",4,1961,1278567.8,1327675.01,2606242.81
"232",4,1962,1297625.68,1350332.55,2647958.23
"233",4,1963,1295509.07,1339888.03,2635397.1
"234",4,1964,1308621.4,1360920.88,2669542.28
"235",4,1965,1308152,1362166.11,2670318.11
"236",4,1966,1251922.09,1304498.01,2556420.1
"237",4,1967,1179553.61,1226123.15,2405676.76
"238",4,1968,1111737.14,1160654.48,2272391.62
"239",4,1969,1024021.07,1066218.92,2090239.99
"240",4,1970,958151,998603,1956754
"241",4,1971,948338,978801,1927139
"242",4,1972,901122,928995,1830117
"243",4,1973,901554,925892,1827446
"244",4,1974,902768,928521,1831289
"245",4,1975,940171,968376,1908547
"246",4,1976,962429,994577,1957006
"247",4,1977,997284,1022333,2019617
"248",4,1978,985640,1022432,2008072
"249",4,1979,1020872,1053397,2074269
"250",4,1980,1033308,1063436,2096744
"251",4,1981,1043188,1076422,2119610
"252",4,1982,1044774,1074893,2119667
"253",4,1983,1053934,1087445,2141379
"254",4,1984,1052319,1091896,2144215
"255",4,1985,1073214,1110484,2183698
"256",4,1986,1084325,1120028,2204353
"257",4,1987,1133125,1173784,2306909
"258",4,1988,1210411,1250761,2461172
"259",4,1989,1182149,1225908,2408057
"260",4,1990,1166112,1207244,2373356
"261",4,1991,1213573,1259060,2472633
"262",4,1992,1208836,1256388,2465224
"263",4,1993,1131949,1177051.5,2309000.5
"264",4,1994,1026016,1076579,2102595
"265",4,1995,961288.5,1011627,1972915.5
"266",4,1996,870001,914060,1784061
"267",4,1997,781983,823242,1605225
"268",4,1998,682371,717827,1400198
"269",4,1999,691840,726801,1418641
"270",4,2000,663664,694591,1358255
"271",4,2001,633477,665777,1299254
"272",4,2002,608710,638092,1246802
"273",4,2003,628660,659491,1288151
"274",4,2004,610188,641645,1251833
"275",4,2005,633406,666522,1299928
"276",4,2006,633881,665447,1299328
"277",4,2007,680740,715180,1395920
"278",4,2008,708261,745136,1453397
"279",4,2009,717228,752924,1470152
"280",4,2010,714194,745955,1460149
"281",4,2011,710909,746400,1457309
"282",4,2012,770572,811470,1582042
"283",4,2013,816786,855921,1672707
"284",4,2014,819459,862600,1682059
"285",4,2015,809866,853102,1662968
"286",5,1959,1216156,1260386,2476542
"287",5,1960,1334908.37,1380686.14,2715594.51
"288",5,1961,1307673.59,1357922.52,2665596.11
"289",5,1962,1276073.2,1324766.88,2600840.08
"290",5,1963,1299480.4,1351731.27,2651211.67
"291",5,1964,1296455.69,1339984.26,2636439.95
"292",5,1965,1309249.99,1360944.1,2670194.09
"293",5,1966,1308493.53,1361396.49,2669890.02
"294",5,1967,1251351.82,1302929.16,2554280.98
"295",5,1968,1181083.8,1226687.39,2407771.19
"296",5,1969,1114229.35,1162103.55,2276332.9
"297",5,1970,1028002,1069578,2097580
"298",5,1971,959773,992721,1952494
"299",5,1972,945377,975575,1920952
"300",5,1973,898931,926876,1825807
"301",5,1974,899749,924374,1824123
"302",5,1975,900728,926166,1826894
"303",5,1976,940198,968277,1908475
"304",5,1977,962861,994519,1957380
"305",5,1978,995918,1020706,2016624
"306",5,1979,984834,1022062,2006896
"307",5,1980,1021011,1053489,2074500
"308",5,1981,1032788,1063695,2096483
"309",5,1982,1044322,1078313,2122635
"310",5,1983,1045006,1075573,2120579
"311",5,1984,1055233,1088301,2143534
"312",5,1985,1055195,1093471,2148666
"313",5,1986,1076198,1112385,2188583
"314",5,1987,1086042,1120383,2206425
"315",5,1988,1136223,1175784,2312007
"316",5,1989,1213694,1252691,2466385
"317",5,1990,1181995,1224801,2406796
"318",5,1991,1166479,1209668,2376147
"319",5,1992,1217461,1262517,2479978
"320",5,1993,1203700.5,1252369.5,2456070
"321",5,1994,1127041,1172188,2299229
"322",5,1995,1036800.5,1089005.5,2125806
"323",5,1996,970328,1019578,1989906
"324",5,1997,873662,917263,1790925
"325",5,1998,786743,827163,1613906
"326",5,1999,685098,720180,1405278
"327",5,2000,692541,727190,1419731
"328",5,2001,666823,697264,1364087
"329",5,2002,634338,666042,1300380
"330",5,2003,615645.5,644579,1260224.5
"331",5,2004,636619,667528,1304147
"332",5,2005,611942,643559,1255501
"333",5,2006,640856,674855,1315711
"334",5,2007,637162,669125,1306287
"335",5,2008,682702,717110,1399812
"336",5,2009,708948,745574,1454522
"337",5,2010,717577,752936,1470513
"338",5,2011,716497,747481,1463978
"339",5,2012,711519,746877,1458396
"340",5,2013,771210,811986,1583196
"341",5,2014,817499,856621,1674120
"342",5,2015,820290,863463,1683753
"343",6,1959,1254227,1298359,2552586
"344",6,1960,1226461.33,1269868.19,2496329.52
"345",6,1961,1330508.06,1375915.55,2706423.61
"346",6,1962,1304977.83,1354693.35,2659671.18
"347",6,1963,1273792.71,1322010.29,2595803
"348",6,1964,1301501.48,1353263.65,2654765.13
"349",6,1965,1297566.9,1340252.32,2637819.22
"350",6,1966,1310041.92,1361071.43,2671113.35
"351",6,1967,1308919.6,1360582.78,2669502.38
"352",6,1968,1250856.25,1301428.54,2552284.79
"353",6,1969,1182714.01,1227283.62,2409997.63
"354",6,1970,1116829,1163580,2280409
"355",6,1971,1029219,1053939,2083158
"356",6,1972,957666,990424,1948090
"357",6,1973,942817,972731,1915548
"358",6,1974,897017,925089,1822106
"359",6,1975,898512,923309,1821821
"360",6,1976,899734,924462,1824196
"361",6,1977,940222,967808,1908030
"362",6,1978,963096,994302,1957398
"363",6,1979,995050,1019254,2014304
"364",6,1980,985524,1021820,2007344
"365",6,1981,1020836,1052822,2073658
"366",6,1982,1033082,1063519,2096601
"367",6,1983,1046001,1080054,2126055
"368",6,1984,1045259,1075155,2120414
"369",6,1985,1057095,1089617,2146712
"370",6,1986,1057901,1094785,2152686
"371",6,1987,1079904,1114509,2194413
"372",6,1988,1087668,1121036,2208704
"373",6,1989,1138744,1177727,2316471
"374",6,1990,1213323,1252414,2465737
"375",6,1991,1184382,1227389,2411771
"376",6,1992,1169774,1211712,2381486
"377",6,1993,1212877.5,1258005,2470882.5
"378",6,1994,1199504,1248447,2447951
"379",6,1995,1136676.5,1182406.5,2319083
"380",6,1996,1045835,1097466,2143301
"381",6,1997,976539,1025114,2001653
"382",6,1998,876606,920179,1796785
"383",6,1999,790548,830626,1621174
"384",6,2000,686960,721653,1408613
"385",6,2001,694982,728827,1423809
"386",6,2002,667569,697651,1365220
"387",6,2003,640994.5,672331,1313325.5
"388",6,2004,622675,651830,1274505
"389",6,2005,638960,670235,1309195
"390",6,2006,614206,645798,1260004
"391",6,2007,647674,682551,1330225
"392",6,2008,639259,671521,1310780
"393",6,2009,684026,718537,1402563
"394",6,2010,709571,745919,1455490
"395",6,2011,717897,752791,1470688
"396",6,2012,716982,748010,1464992
"397",6,2013,712214,747435,1459649
"398",6,2014,771979,812673,1584652
"399",6,2015,818433,857518,1675951
"400",7,1959,1232848,1271165,2504013
"401",7,1960,1247391.66,1293960.15,2541351.81
"402",7,1961,1221529.96,1264593.27,2486123.23
"403",7,1962,1326233.86,1371274.91,2697508.77
"404",7,1963,1302480.34,1351637.66,2654118
"405",7,1964,1271662.47,1319281.83,2590944.3
"406",7,1965,1303678.4,1354915.11,2658593.51
"407",7,1966,1298785.56,1340585.01,2639370.57
"408",7,1967,1310908.33,1361122.86,2672031.19
"409",7,1968,1309458.72,1359866.77,2669325.49
"410",7,1969,1250466.17,1299945.03,2550411.2
"411",7,1970,1184420,1227902,2412322
"412",7,1971,1116975,1145091,2262066
"413",7,1972,1026035,1051926,2077961
"414",7,1973,955717,988279,1943996
"415",7,1974,940406,970039,1910445
"416",7,1975,895593,923599,1819192
"417",7,1976,897816,922603,1820419
"418",7,1977,899041,922823,1821864
"419",7,1978,939829,967144,1906973
"420",7,1979,962963,993934,1956897
"421",7,1980,996436,1021820,2018256
"422",7,1981,986358,1022190,2008548
"423",7,1982,1021255,1052646,2073901
"424",7,1983,1033594,1063867,2097461
"425",7,1984,1047155,1081094,2128249
"426",7,1985,1045451,1075398,2120849
"427",7,1986,1058998,1091252,2150250
"428",7,1987,1060723,1096396,2157119
"429",7,1988,1082969,1116543,2199512
"430",7,1989,1089017,1120998,2210015
"431",7,1990,1138623,1177489,2316112
"432",7,1991,1216161,1255993,2472154
"433",7,1992,1187658,1230099,2417757
"434",7,1993,1164884,1207794.5,2372678.5
"435",7,1994,1208884,1254551,2463435
"436",7,1995,1209441.5,1259677,2469118.5
"437",7,1996,1144230,1189577,2333807
"438",7,1997,1051853,1102785,2154638
"439",7,1998,981951,1029946,2011897
"440",7,1999,878883,922501,1801384
"441",7,2000,793847,833343,1627190
"442",7,2001,690889,724898,1415787
"443",7,2002,694783,728474,1423257
"444",7,2003,674354.5,704069.5,1378424
"445",7,2004,649276,680639,1329915
"446",7,2005,623854,653264,1277118
"447",7,2006,641461,673063,1314524
"448",7,2007,616185,648097,1264282
"449",7,2008,651397,686480,1337877
"450",7,2009,640736,673199,1313935
"451",7,2010,685210,719744,1404954
"452",7,2011,710177,746202,1456379
"453",7,2012,718565,753369,1471934
"454",7,2013,717685,748717,1466402
"455",7,2014,713014,748301,1461315
"456",7,2015,772989,813679,1586668
"457",8,1959,1197470,1231918,2429388
"458",8,1960,1214977.01,1256322.41,2471299.42
"459",8,1961,1241654.36,1287593.45,2529247.81
"460",8,1962,1216774.04,1259540.16,2476314.2
"461",8,1963,1322180.69,1366846.19,2689026.88
"462",8,1964,1300112.91,1348638.63,2648751.54
"463",8,1965,1269657.3,1316779.6,2586436.9
"464",8,1966,1305976.12,1356712.99,2662689.11
"465",8,1967,1300102.85,1340908.32,2641011.17
"466",8,1968,1311865.08,1361360.78,2673225.86
"467",8,1969,1310073.3,1359267.9,2669341.2
"468",8,1970,1250137,1298545,2548682
"469",8,1971,1183849,1219544,2403393
"470",8,1972,1113809,1142130,2255939
"471",8,1973,1023069,1050024,2073093
"472",8,1974,953929,986232,1940161
"473",8,1975,938519,967693,1906212
"474",8,1976,894660,922383,1817043
"475",8,1977,897013,921409,1818422
"476",8,1978,898057,921402,1819459
"477",8,1979,940138,966317,1906455
"478",8,1980,963635,995836,1959471
"479",8,1981,997951,1024423,2022374
"480",8,1982,987569,1022403,2009972
"481",8,1983,1021905,1052869,2074774
"482",8,1984,1032736,1063826,2096562
"483",8,1985,1049318,1082666,2131984
"484",8,1986,1045363,1075695,2121058
"485",8,1987,1060937,1092195,2153132
"486",8,1988,1063400,1098080,2161480
"487",8,1989,1086438,1118521,2204959
"488",8,1990,1089199,1120677,2209876
"489",8,1991,1142590,1181959,2324549
"490",8,1992,1219316,1259244,2478560
"491",8,1993,1183519,1226629.5,2410148.5
"492",8,1994,1161068,1203483,2364551
"493",8,1995,1218338.5,1265658,2483996.5
"494",8,1996,1218300,1267524,2485824
"495",8,1997,1148606,1194077,2342683
"496",8,1998,1057183,1107574,2164757
"497",8,1999,986386,1033945,2020331
"498",8,2000,880303,923879,1804182
"499",8,2001,797960,837353,1635313
"500",8,2002,692525,725511,1418036
"501",8,2003,700910.5,734198,1435108.5
"502",8,2004,684190,713275,1397465
"503",8,2005,652081,683494,1335575
"504",8,2006,625007,654636,1279643
"505",8,2007,643711,675536,1319247
"506",8,2008,617561,649619,1267180
"507",8,2009,653571,688882,1342453
"508",8,2010,641867,674339,1316206
"509",8,2011,686347,720839,1407186
"510",8,2012,710670,746692,1457362
"511",8,2013,719131,753992,1473123
"512",8,2014,718337,749386,1467723
"513",8,2015,713837,749112,1462949
"514",9,1959,1258484,1297765,2556249
"515",9,1960,1189760.35,1232095.62,2421855.97
"516",9,1961,1212045.43,1257531.99,2469577.42
"517",9,1962,1236123.79,1281544.58,2517668.37
"518",9,1963,1212192.8,1254662.78,2466855.58
"519",9,1964,1318204.86,1362538.69,2680743.55
"520",9,1965,1297881.39,1345900.74,2643782.13
"521",9,1966,1267762.41,1314420.81,2582183.22
"522",9,1967,1308322.42,1358569.21,2666891.63
"523",9,1968,1301480.47,1341458.88,2642939.35
"524",9,1969,1312906,1361766.96,2674672.96
"525",9,1970,1310764,1358751,2669515
"526",9,1971,1223145,1286863,2510008
"527",9,1972,1180539,1216312,2396851
"528",9,1973,1110304,1139580,2249884
"529",9,1974,1020268,1048302,2068570
"530",9,1975,952694,984505,1937199
"531",9,1976,937194,965823,1903017
"532",9,1977,893933,921051,1814984
"533",9,1978,895986,920404,1816390
"534",9,1979,897432,920310,1817742
"535",9,1980,939473,970062,1909535
"536",9,1981,963329,997024,1960353
"537",9,1982,999586,1027281,2026867
"538",9,1983,988215,1022913,2011128
"539",9,1984,1020882,1051849,2072731
"540",9,1985,1033231,1064268,2097499
"541",9,1986,1051234,1084041,2135275
"542",9,1987,1046028,1076024,2122052
"543",9,1988,1062980,1093679,2156659
"544",9,1989,1066113,1100183,2166296
"545",9,1990,1086405,1118547,2204952
"546",9,1991,1091687,1124094,2215781
"547",9,1992,1146550,1185583,2332133
"548",9,1993,1215366.5,1255701.5,2471068
"549",9,1994,1180571,1224181,2404752
"550",9,1995,1170268.5,1214202.5,2384471
"551",9,1996,1227199,1273987,2501186
"552",9,1997,1223633,1272537,2496170
"553",9,1998,1153118,1198308,2351426
"554",9,1999,1061484,1111573,2173057
"555",9,2000,989395,1036407,2025802
"556",9,2001,882704,926692,1809396
"557",9,2002,800600,839238,1639838
"558",9,2003,699798.5,732105.5,1431904
"559",9,2004,710839,744540,1455379
"560",9,2005,688436,717606,1406042
"561",9,2006,654855,686586,1341441
"562",9,2007,626440,656150,1282590
"563",9,2008,645191,677167,1322358
"564",9,2009,618666,650676,1269342
"565",9,2010,655219,690635,1345854
"566",9,2011,643199,675666,1318865
"567",9,2012,686811,721286,1408097
"568",9,2013,711277,747245,1458522
"569",9,2014,719729,754574,1474303
"570",9,2015,719139,750085,1469224
"571",10,1959,1032032,1062415,2094447
"572",10,1960,1207938.05,1251931.99,2459870.04
"573",10,1961,1184141.39,1235019.73,2419161.12
"574",10,1962,1209237.36,1258926.16,2468163.52
"575",10,1963,1230672.57,1275583.49,2506256.06
"576",10,1964,1207665.07,1249889.39,2457554.46
"577",10,1965,1314334.73,1358419.66,2672754.39
"578",10,1966,1295714.52,1343270.67,2638985.19
"579",10,1967,1265891.18,1312172.36,2578063.54
"580",10,1968,1310730.32,1360603.52,2671333.84
"581",10,1969,1302951.57,1342178.19,2645129.76
"582",10,1970,1314021,1362260,2676281
"583",10,1971,1264920,1348187,2613107
"584",10,1972,1220879,1283771,2504650
"585",10,1973,1176957,1213301,2390258
"586",10,1974,1106952,1137311,2244263
"587",10,1975,1017809,1047144,2064953
"588",10,1976,951798,983283,1935081
"589",10,1977,936133,963939,1900072
"590",10,1978,893157,919892,1813049
"591",10,1979,895680,920123,1815803
"592",10,1980,894844,924269,1819113
"593",10,1981,938571,973473,1912044
"594",10,1982,963763,999520,1963283
"595",10,1983,1000241,1029305,2029546
"596",10,1984,988359,1022266,2010625
"597",10,1985,1021112,1051990,2073102
"598",10,1986,1033966,1064387,2098353
"599",10,1987,1053007,1085638,2138645
"600",10,1988,1046424,1076288,2122712
"601",10,1989,1064865,1095197,2160062
"602",10,1990,1066416,1100013,2166429
"603",10,1991,1090486,1122645,2213131
"604",10,1992,1095348,1127266,2222614
"605",10,1993,1143476.5,1183300,2326776.5
"606",10,1994,1212451,1253752,2466203
"607",10,1995,1190675.5,1235610,2426285.5
"608",10,1996,1180678,1223362,2404040
"609",10,1997,1232632,1278986,2511618
"610",10,1998,1229025,1277515,2506540
"611",10,1999,1157438,1202702,2360140
"612",10,2000,1064998,1114668,2179666
"613",10,2001,993503,1040684,2034187
"614",10,2002,883568,927267,1810835
"615",10,2003,809656,847357,1657013
"616",10,2004,711932,744141,1456073
"617",10,2005,715799,749914,1465713
"618",10,2006,692951,721941,1414892
"619",10,2007,657762,689415,1347177
"620",10,2008,627631,657496,1285127
"621",10,2009,646372,678438,1324810
"622",10,2010,619558,651700,1271258
"623",10,2011,657070,692732,1349802
"624",10,2012,643676,676225,1319901
"625",10,2013,687385,721845,1409230
"626",10,2014,711855,747768,1459623
"627",10,2015,720495,755253,1475748
"628",11,1959,1047631,1068577,2116208
"629",11,1960,1106737.35,1143069.65,2249807
"630",11,1961,1209279.43,1263254.35,2472533.78
"631",11,1962,1178568.52,1238011.6,2416580.12
"632",11,1963,1206505.37,1260452.85,2466958.22
"633",11,1964,1225276.14,1269751.91,2495028.05
"634",11,1965,1203180.66,1245281.39,2448462.05
"635",11,1966,1310538.33,1354418.04,2664956.37
"636",11,1967,1293574.12,1340747.49,2634321.61
"637",11,1968,1264068.77,1310027.09,2574095.86
"638",11,1969,1313198.91,1362756.46,2675955.37
"639",11,1970,1304454,1342951,2647405
"640",11,1971,1263761,1353398,2617159
"641",11,1972,1262684,1345761,2608445
"642",11,1973,1218922,1280801,2499723
"643",11,1974,1173562,1210735,2384297
"644",11,1975,1103926,1135220,2239146
"645",11,1976,1015805,1046254,2062059
"646",11,1977,951152,981798,1932950
"647",11,1978,935289,962338,1897627
"648",11,1979,892430,919530,1811960
"649",11,1980,894308,919375,1813683
"650",11,1981,892378,928303,1820681
"651",11,1982,937400,976467,1913867
"652",11,1983,964238,1001564,1965802
"653",11,1984,1001074,1030892,2031966
"654",11,1985,989278,1022123,2011401
"655",11,1986,1021224,1051650,2072874
"656",11,1987,1034462,1064588,2099050
"657",11,1988,1054982,1087584,2142566
"658",11,1989,1046674,1076288,2122962
"659",11,1990,1065077,1095285,2160362
"660",11,1991,1069026,1102904,2171930
"661",11,1992,1094165,1126188,2220353
"662",11,1993,1091597,1124334,2215931
"663",11,1994,1141393,1181845,2323238
"664",11,1995,1221479.5,1264989,2486468.5
"665",11,1996,1202031,1246504,2448535
"666",11,1997,1186904,1228937,2415841
"667",11,1998,1238344,1284316,2522660
"668",11,1999,1233373,1281985,2515358
"669",11,2000,1159775,1204772,2364547
"670",11,2001,1068766,1118301,2187067
"671",11,2002,996545,1043099,2039644
"672",11,2003,890535.5,933759.5,1824295
"673",11,2004,822223,856262,1678485
"674",11,2005,718530,750761,1469291
"675",11,2006,720340,755340,1475680
"676",11,2007,696961,725779,1422740
"677",11,2008,659566,691255,1350821
"678",11,2009,628509,658548,1287057
"679",11,2010,647362,679429,1326791
"680",11,2011,620658,652711,1273369
"681",11,2012,657580,693296,1350876
"682",11,2013,644256,676842,1321098
"683",11,2014,687983,722424,1410407
"684",11,2015,712570,748448,1461018
"685",12,1959,991883,1026080,2017963
"686",12,1960,1017106.5,1039155.38,2056261.88
"687",12,1961,1098490.45,1135932.28,2234422.73
"688",12,1962,1210642.74,1274661.43,2485304.17
