"","Age","Year","Female","Male","Total"
"689",12,1963,1173045.54,1241149.6,2414195.14
"690",12,1964,1203776.49,1262051.16,2465827.65
"691",12,1965,1219877.48,1264014.97,2483892.45
"692",12,1966,1198757.01,1240716.21,2439473.22
"693",12,1967,1306720.1,1350426.35,2657146.45
"694",12,1968,1291454.77,1338264.37,2629719.14
"695",12,1969,1262251.4,1307928.62,2570180.02
"696",12,1970,1315683,1364906,2680589
"697",12,1971,1291217,1347260,2638477
"698",12,1972,1259507,1352078,2611585
"699",12,1973,1260769,1343655,2604424
"700",12,1974,1217003,1278111,2495114
"701",12,1975,1171104,1208489,2379593
"702",12,1976,1101243,1133755,2234998
"703",12,1977,1014705,1045060,2059765
"704",12,1978,950212,980570,1930782
"705",12,1979,934235,961019,1895254
"706",12,1980,890245,917813,1808058
"707",12,1981,892910,918371,1811281
"708",12,1982,890023,932377,1822400
"709",12,1983,936645,979740,1916385
"710",12,1984,963012,1002620,1965632
"711",12,1985,1002301,1033048,2035349
"712",12,1986,990077,1022222,2012299
"713",12,1987,1020950,1051438,2072388
"714",12,1988,1034776,1064848,2099624
"715",12,1989,1056725,1089194,2145919
"716",12,1990,1046904,1076414,2123318
"717",12,1991,1067408,1097986,2165394
"718",12,1992,1071546,1104865,2176411
"719",12,1993,1090610,1123417,2214027
"720",12,1994,1088630,1121968,2210598
"721",12,1995,1150420.5,1193095,2343515.5
"722",12,1996,1230351,1275188,2505539
"723",12,1997,1209070,1252604,2461674
"724",12,1998,1193347,1234553,2427900
"725",12,1999,1242738,1288642,2531380
"726",12,2000,1236063,1284614,2520677
"727",12,2001,1162354,1207304,2369658
"728",12,2002,1071986,1120799,2192785
"729",12,2003,1006656.5,1052212,2058868.5
"730",12,2004,903598,941896,1845494
"731",12,2005,828824,858796,1687620
"732",12,2006,725237,757369,1482606
"733",12,2007,724500,759847,1484347
"734",12,2008,699413,728288,1427701
"735",12,2009,660828,692610,1353438
"736",12,2010,629260,659367,1288627
"737",12,2011,648464,680478,1328942
"738",12,2012,621160,653276,1274436
"739",12,2013,658115,693898,1352013
"740",12,2014,644784,677476,1322260
"741",12,2015,688668,723064,1411732
"742",13,1959,586544,604748,1191292
"743",13,1960,986603.8,1021086.87,2007690.67
"744",13,1961,1015909.88,1039202.21,2055112.09
"745",13,1962,1090265.96,1128858.29,2219124.25
"746",13,1963,1212013.56,1286106,2498119.56
"747",13,1964,1167518.87,1244286.15,2411805.02
"748",13,1965,1201056.27,1263699.53,2464755.8
"749",13,1966,1214487.76,1258252,2472739.76
"750",13,1967,1194249.84,1236094.68,2430344.52
"751",13,1968,1302900.32,1346471.5,2649371.82
"752",13,1969,1289325.39,1335795.01,2625120.4
"753",13,1970,1260448,1305796,2566244
"754",13,1971,1289140,1311216,2600356
"755",13,1972,1289899,1346383,2636282
"756",13,1973,1255594,1350863,2606457
"757",13,1974,1259028,1341632,2600660
"758",13,1975,1215606,1275564,2491170
"759",13,1976,1168968,1206413,2375381
"760",13,1977,1098594,1131860,2230454
"761",13,1978,1013762,1043466,2057228
"762",13,1979,949813,979747,1929560
"763",13,1980,933604,959773,1893377
"764",13,1981,888301,916141,1804442
"765",13,1982,891431,917644,1809075
"766",13,1983,887458,936588,1824046
"767",13,1984,934868,981647,1916515
"768",13,1985,963130,1004030,1967160
"769",13,1986,1003554,1035031,2038585
"770",13,1987,990576,1022272,2012848
"771",13,1988,1020641,1051220,2071861
"772",13,1989,1034957,1064993,2099950
"773",13,1990,1056732,1089233,2145965
"774",13,1991,1049321,1078817,2128138
"775",13,1992,1069793,1099490,2169283
"776",13,1993,1066864,1100567,2167431
"777",13,1994,1087578,1120957,2208535
"778",13,1995,1096024,1131024,2227048
"779",13,1996,1159831,1203959,2363790
"780",13,1997,1235400,1281536,2516936
"781",13,1998,1216049,1259438,2475487
"782",13,1999,1197943,1238739,2436682
"783",13,2000,1245613,1291166,2536779
"784",13,2001,1239230,1287752,2526982
"785",13,2002,1164235,1209162,2373397
"786",13,2003,1081804,1129879,2211683
"787",13,2004,1025572,1074400,2099972
"788",13,2005,913026,944844,1857870
"789",13,2006,836996,862226,1699222
"790",13,2007,731855,763863,1495718
"791",13,2008,727387,762886,1490273
"792",13,2009,701246,730073,1431319
"793",13,2010,662029,693782,1355811
"794",13,2011,630093,660216,1290309
"795",13,2012,649049,680997,1330046
"796",13,2013,621723,653815,1275538
"797",13,2014,658714,694551,1353265
"798",13,2015,645391,678063,1323454
"799",14,1959,448646,465758,914404
"800",14,1960,583284.76,602167.67,1185452.43
"801",14,1961,982359.69,1017181.06,1999540.75
"802",14,1962,1014765.48,1039220.57,2053986.05
"803",14,1963,1082057.57,1121739.06,2203796.63
"804",14,1964,1213408.34,1297520.55,2510928.89
"805",14,1965,1162018.44,1247427.26,2409445.7
"806",14,1966,1198345.18,1265280.45,2463625.63
"807",14,1967,1209049.57,1252442.44,2461492.01
"808",14,1968,1189794.19,1231464.19,2421258.38
"809",14,1969,1299099.57,1342452.85,2641552.42
"810",14,1970,1287207,1333208,2620415
"811",14,1971,1259166,1285945,2545111
"812",14,1972,1285770,1307448,2593218
"813",14,1973,1288692,1345471,2634163
"814",14,1974,1251629,1349285,2600914
"815",14,1975,1257566,1339507,2597073
"816",14,1976,1214402,1273170,2487572
"817",14,1977,1167787,1204541,2372328
"818",14,1978,1095912,1130005,2225917
"819",14,1979,1012733,1042526,2055259
"820",14,1980,949651,978769,1928420
"821",14,1981,933543,958634,1892177
"822",14,1982,886562,914615,1801177
"823",14,1983,889934,916381,1806315
"824",14,1984,883899,939053,1822952
"825",14,1985,933577,984578,1918155
"826",14,1986,963238,1004994,1968232
"827",14,1987,1004911,1037094,2042005
"828",14,1988,990926,1021998,2012924
"829",14,1989,1020513,1050828,2071341
"830",14,1990,1034779,1066146,2100925
"831",14,1991,1058513,1091622,2150135
"832",14,1992,1051776,1080614,2132390
"833",14,1993,1065956,1096109,2162065
"834",14,1994,1063233,1097265,2160498
"835",14,1995,1095528,1130415,2225943
"836",14,1996,1101847,1137662,2239509
"837",14,1997,1166245,1210634,2376879
"838",14,1998,1240428,1288138,2528566
"839",14,1999,1220981,1264529,2485510
"840",14,2000,1201146,1241485,2442631
"841",14,2001,1248610,1294145,2542755
"842",14,2002,1242008,1290443,2532451
"843",14,2003,1172567,1216960,2389527
"844",14,2004,1091959,1142120,2234079
"845",14,2005,1035225,1088308,2123533
"846",14,2006,921232,946726,1867958
"847",14,2007,842930,865017,1707947
"848",14,2008,735227,767102,1502329
"849",14,2009,729531,765139,1494670
"850",14,2010,703063,731876,1434939
"851",14,2011,663557,695497,1359054
"852",14,2012,630829,660864,1291693
"853",14,2013,649747,681669,1331416
"854",14,2014,622438,654553,1276991
"855",14,2015,659500,695233,1354733
"856",15,1959,416278,423928,840206
"857",15,1960,448330.81,466131.36,914462.17
"858",15,1961,580339.38,599853.86,1180193.24
"859",15,1962,978139.22,1013187.99,1991327.21
"860",15,1963,1013604.05,1039113.79,2052717.84
"861",15,1964,1073855.03,1114547.5,2188402.53
"862",15,1965,1214798.17,1308876.68,2523674.85
"863",15,1966,1156528.16,1250408.73,2406936.89
"864",15,1967,1195568.82,1266769.24,2462338.06
"865",15,1968,1203610.56,1246499.54,2450110.1
"866",15,1969,1185323.75,1226705.1,2412028.85
"867",15,1970,1295283,1338266,2633549
"868",15,1971,1281707,1301445,2583152
"869",15,1972,1255596,1267825,2523421
"870",15,1973,1280127,1301728,2581855
"871",15,1974,1285250,1344182,2629432
"872",15,1975,1244537,1347998,2592535
"873",15,1976,1255135,1337226,2592361
"874",15,1977,1214145,1271307,2485452
"875",15,1978,1167875,1203488,2371363
"876",15,1979,1098097,1132073,2230170
"877",15,1980,1010842,1039804,2050646
"878",15,1981,948858,976352,1925210
"879",15,1982,931545,954901,1886446
"880",15,1983,884821,912208,1797029
"881",15,1984,886519,912220,1798739
"882",15,1985,880616,942356,1822972
"883",15,1986,932551,987803,1920354
"884",15,1987,964123,1005983,1970106
"885",15,1988,1008105,1038493,2046598
"886",15,1989,993007,1020522,2013529
"887",15,1990,1020131,1050133,2070264
"888",15,1991,1036852,1066152,2103004
"889",15,1992,1064413,1094939,2159352
"890",15,1993,1048170.5,1077467.5,2125638
"891",15,1994,1063609,1093844,2157453
"892",15,1995,1070457.5,1105561.5,2176019
"893",15,1996,1103171,1139105,2242276
"894",15,1997,1105535,1141423,2246958
"895",15,1998,1172309,1217917,2390226
"896",15,1999,1244064,1293514,2537578
"897",15,2000,1224178,1267884,2492062
"898",15,2001,1204333,1244496,2448829
"899",15,2002,1251625,1296612,2548237
"900",15,2003,1250592,1298321.5,2548913.5
"901",15,2004,1178431,1222113,2400544
"902",15,2005,1096176,1149651,2245827
"903",15,2006,1048226,1105010,2153236
"904",15,2007,929597,948769,1878366
"905",15,2008,847298,867301,1714599
"906",15,2009,738495,770349,1508844
"907",15,2010,731770,767621,1499391
"908",15,2011,705501,734403,1439904
"909",15,2012,664189,696169,1360358
"910",15,2013,631456,661457,1292913
"911",15,2014,650472,682410,1332882
"912",15,2015,623163,655347,1278510
"913",16,1959,633989,631673,1265662
"914",16,1960,416249.71,424591.49,840841.2
"915",16,1961,448105.04,466592.93,914697.97
"916",16,1962,577373.63,597458.49,1174832.12
"917",16,1963,973885.01,1009042.53,1982927.54
"918",16,1964,1012419.3,1038864.84,2051284.14
"919",16,1965,1065643.97,1107240.41,2172884.38
"920",16,1966,1216197.86,1319957.06,2536154.92
"921",16,1967,1150937.66,1253187.31,2404124.97
"922",16,1968,1192746.73,1267966.28,2460713.01
"923",16,1969,1198168.34,1240280.62,2438448.96
"924",16,1970,1180797,1221655,2402452
"925",16,1971,1290369,1319981,2610350
"926",16,1972,1277517,1272587,2550104
"927",16,1973,1251426,1261450,2512876
"928",16,1974,1274553,1298352,2572905
"929",16,1975,1280335,1343098,2623433
"930",16,1976,1241490,1351286,2592776
"931",16,1977,1256794,1340459,2597253
"932",16,1978,1217018,1272298,2489316
"933",16,1979,1169684,1203520,2373204
"934",16,1980,1096786,1128652,2225438
"935",16,1981,1008444,1035531,2043975
"936",16,1982,945940,972631,1918571
"937",16,1983,928411,951874,1880285
"938",16,1984,884338,910230,1794568
"939",16,1985,885726,909829,1795555
"940",16,1986,880403,948573,1828976
"941",16,1987,933972,994643,1928615
"942",16,1988,966307,1007677,1973984
"943",16,1989,1012683,1041774,2054457
"944",16,1990,992392,1019515,2011907
"945",16,1991,1021971,1049323,2071294
"946",16,1992,1040654,1068244,2108898
"947",16,1993,1059513,1089624,2149137
"948",16,1994,1043690,1072689,2116379
"949",16,1995,1068547,1099608.5,2168155.5
"950",16,1996,1073823,1109207,2183030
"951",16,1997,1107601,1143001,2250602
"952",16,1998,1108647,1144690,2253337
"953",16,1999,1176498,1222704,2399202
"954",16,2000,1246162,1296047,2542209
"955",16,2001,1228072,1271183,2499255
"956",16,2002,1208910,1247260,2456170
"957",16,2003,1260810.5,1304353,2565163.5
"958",16,2004,1255002,1301070,2556072
"959",16,2005,1178371,1220496,2398867
"960",16,2006,1101573,1159422,2260995
"961",16,2007,1060808,1121534,2182342
"962",16,2008,934876,950740,1885616
"963",16,2009,851236,869078,1720314
"964",16,2010,742492,774063,1516555
"965",16,2011,735391,771744,1507135
"966",16,2012,706132,735014,1441146
"967",16,2013,664847,696768,1361615
"968",16,2014,632117,662176,1294293
"969",16,2015,651089,683040,1334129
"970",17,1959,1058000,1043192,2101192
"971",17,1960,633845.72,631280.85,1265126.57
"972",17,1961,415498.75,424556.58,840055.33
"973",17,1962,447883.5,466906.38,914789.88
"974",17,1963,574383.58,594922.03,1169305.61
"975",17,1964,969572.4,1004640.62,1974213.02
"976",17,1965,1011178.97,1038386.08,2049565.05
"977",17,1966,1057388,1099593.23,2156981.23
"978",17,1967,1217481.06,1330643.79,2548124.85
"979",17,1968,1145313.15,1255487.5,2400800.65
"980",17,1969,1189918.64,1268652.11,2458570.75
"981",17,1970,1192621,1233500,2426121
"982",17,1971,1199271,1213169,2412440
"983",17,1972,1287002,1293493,2580495
"984",17,1973,1274252,1271800,2546052
"985",17,1974,1249203,1259139,2508342
"986",17,1975,1269167,1298081,2567248
"987",17,1976,1284876,1348996,2633872
"988",17,1977,1246946,1366481,2613427
"989",17,1978,1261307,1349140,2610447
"990",17,1979,1222496,1273808,2496304
"991",17,1980,1179914,1206685,2386599
"992",17,1981,1108789,1138001,2246790
"993",17,1982,1017490,1041845,2059335
"994",17,1983,955560,978319,1933879
"995",17,1984,936182,964182,1900364
"996",17,1985,896118,920892,1817010
"997",17,1986,898199,920850,1819049
"998",17,1987,896589,976389,1872978
"999",17,1988,950135,1018100,1968235
"1000",17,1989,982670,1019087,2001757
"1001",17,1990,1020105,1045500,2065605
"1002",17,1991,1000997,1023624,2024621
"1003",17,1992,1020380,1043603,2063983
"1004",17,1993,1034058,1060693.5,2094751.5
"1005",17,1994,1050470,1082141,2132611
"1006",17,1995,1045454,1076951.5,2122405.5
"1007",17,1996,1069827,1102546,2172373
"1008",17,1997,1073524,1107772,2181296
"1009",17,1998,1119139,1154246,2273385
"1010",17,1999,1114987,1151917,2266904
"1011",17,2000,1184846,1232354,2417200
"1012",17,2001,1254890,1305690,2560580
"1013",17,2002,1241599,1281545,2523144
"1014",17,2003,1221129,1255204.5,2476333.5
"1015",17,2004,1264382,1305917,2570299
"1016",17,2005,1254754,1301140,2555894
"1017",17,2006,1186359,1226866,2413225
"1018",17,2007,1118704,1185251,2303955
"1019",17,2008,1077557,1138886,2216443
"1020",17,2009,944751,955954,1900705
"1021",17,2010,859574,873794,1733368
"1022",17,2011,752541,782989,1535530
"1023",17,2012,736160,772555,1508715
"1024",17,2013,706910,735756,1442666
"1025",17,2014,665659,697710,1363369
"1026",17,2015,633067,663024,1296091
"1027",18,1959,1162186,1153158,2315344
"1028",18,1960,1056743.94,1043634.36,2100378.3
"1029",18,1961,632341.46,629467.66,1261809.12
"1030",18,1962,414768.51,424291.22,839059.73
"1031",18,1963,447637.53,467091.63,914729.16
"1032",18,1964,571364.19,592104.41,1163468.6
"1033",18,1965,965209.79,999993.4,1965203.19
"1034",18,1966,1009862.49,1037523.69,2047386.18
"1035",18,1967,1049035.58,1091449.25,2140484.83
"1036",18,1968,1218714.21,1340726.87,2559441.08
"1037",18,1969,1139635.12,1257175.49,2396810.61
"1038",18,1970,1186983,1268704,2455687
"1039",18,1971,1199381,1212944,2412325
"1040",18,1972,1195346,1216218,2411564
"1041",18,1973,1284052,1293799,2577851
"1042",18,1974,1272333,1271512,2543845
"1043",18,1975,1246914,1253523,2500437
"1044",18,1976,1274240,1295968,2570208
"1045",18,1977,1293298,1355026,2648324
"1046",18,1978,1252545,1380038,2632583
"1047",18,1979,1270786,1356703,2627489
"1048",18,1980,1234293,1303824,2538117
"1049",18,1981,1187057,1206560,2393617
"1050",18,1982,1114388,1142468,2256856
"1051",18,1983,1022924,1047831,2070755
"1052",18,1984,962539,993722,1956261
"1053",18,1985,943934,971163,1915097
"1054",18,1986,904870,928424,1833294
"1055",18,1987,906731,930257,1836988
"1056",18,1988,904960,997291,1902251
"1057",18,1989,954650,1033270,1987920
"1058",18,1990,983104,1020139,2003243
"1059",18,1991,1019912,1046347,2066259
"1060",18,1992,999169,1020348,2019517
"1061",18,1993,1014238,1035309.5,2049547.5
"1062",18,1994,1027334,1055573,2082907
"1063",18,1995,1057146.5,1091611,2148757.5
"1064",18,1996,1053022,1081809,2134831
"1065",18,1997,1074256,1104344,2178600
"1066",18,1998,1077398,1110437,2187835
"1067",18,1999,1126959,1160476,2287435
"1068",18,2000,1119102,1155570,2274672
"1069",18,2001,1193783,1240126,2433909
"1070",18,2002,1263937,1314663,2578600
"1071",18,2003,1255816,1291388.5,2547204.5
"1072",18,2004,1230196,1258293,2488489
"1073",18,2005,1259650,1279055,2538705
"1074",18,2006,1251987,1266207,2518194
"1075",18,2007,1189291,1200069,2389360
"1076",18,2008,1125400,1171655,2297055
"1077",18,2009,1091628,1137995,2229623
"1078",18,2010,955864,958673,1914537
"1079",18,2011,874328,903434,1777762
"1080",18,2012,753739,784904,1538643
"1081",18,2013,737182,774721,1511903
"1082",18,2014,708421,738661,1447082
"1083",18,2015,667056,700673,1367729
"1084",19,1959,1240744,1287671,2528415
"1085",19,1960,1154519.19,1146424.48,2300943.67
"1086",19,1961,1055160.64,1043709.15,2098869.79
"1087",19,1962,630839.2,627456.84,1258296.04
"1088",19,1963,414026.85,423917.65,837944.5
"1089",19,1964,447377.66,467130.08,914507.74
"1090",19,1965,568317.4,589221.09,1157538.49
"1091",19,1966,960809.32,995084.85,1955894.17
"1092",19,1967,1008517.03,1036431.28,2044948.31
"1093",19,1968,1040650.67,1082972.09,2123622.76
"1094",19,1969,1219909.88,1350538.68,2570448.56
"1095",19,1970,1133875,1258687,2392562
"1096",19,1971,1186800,1239857,2426657
"1097",19,1972,1194438,1243469,2437907
"1098",19,1973,1192609,1208093,2400702
"1099",19,1974,1282529,1285698,2568227
"1100",19,1975,1271051,1267827,2538878
"1101",19,1976,1250971,1252756,2503727
"1102",19,1977,1275657,1298194,2573851
"1103",19,1978,1297303,1367596,2664899
"1104",19,1979,1252152,1394291,2646443
"1105",19,1980,1274772,1367115,2641887
"1106",19,1981,1236289,1302840,2539129
"1107",19,1982,1188080,1209531,2397611
"1108",19,1983,1119616,1142613,2262229
"1109",19,1984,1023804,1050543,2074347
"1110",19,1985,967631,997339,1964970
"1111",19,1986,951974,976436,1928410
"1112",19,1987,913885,934464,1848349
"1113",19,1988,909295,936843,1846138
"1114",19,1989,908167,1010238,1918405
"1115",19,1990,951491,1033212,1984703
"1116",19,1991,975112,1016733,1991845
"1117",19,1992,1018199,1042384,2060583
"1118",19,1993,988514,1010864,1999378
"1119",19,1994,1006333,1030470,2036803
"1120",19,1995,1035854,1055689,2091543
"1121",19,1996,1062027,1085733,2147760
"1122",19,1997,1057625,1076817,2134442
"1123",19,1998,1077897,1098554,2176451
"1124",19,1999,1080358,1104368,2184726
"1125",19,2000,1131848,1155656,2287504
"1126",19,2001,1123939,1150271,2274210
"1127",19,2002,1202383,1238833,2441216
"1128",19,2003,1275895.5,1320175,2596070.5
"1129",19,2004,1251078,1277033,2528111
"1130",19,2005,1230612,1241905,2472517
"1131",19,2006,1253659,1253027,2506686
"1132",19,2007,1249951,1239858,2489809
"1133",19,2008,1191256,1180086,2371342
"1134",19,2009,1131308,1159649,2290957
"1135",19,2010,1103025,1130986,2234011
"1136",19,2011,968013,1008980,1976993
"1137",19,2012,876009,906701,1782710
"1138",19,2013,755054,787998,1543052
"1139",19,2014,738852,778934,1517786
"1140",19,2015,709940,742078,1452018
"1141",20,1959,1378770,1378741,2757511
"1142",20,1960,1244505.6,1285558.11,2530063.71
"1143",20,1961,1146461.46,1139653.01,2286114.47
"1144",20,1962,1053493.15,1043409.41,2096902.56
"1145",20,1963,629280.83,625335.78,1254616.61
"1146",20,1964,413212.98,423512.22,836725.2
"1147",20,1965,447067.03,467165.76,914232.79
"1148",20,1966,565250.26,586294.18,1151544.44
"1149",20,1967,956383.73,990181.62,1946565.35
"1150",20,1968,1007175.23,1035284.29,2042459.52
"1151",20,1969,1032236.16,1074489.01,2106725.17
"1152",20,1970,1220998,1360367,2581365
"1153",20,1971,1154805,1235244,2390049
"1154",20,1972,1181990,1240692,2422682
"1155",20,1973,1190505,1236239,2426744
"1156",20,1974,1190793,1207256,2398049
"1157",20,1975,1281693,1287576,2569269
"1158",20,1976,1271620,1274384,2546004
"1159",20,1977,1254488,1257779,2512267
"1160",20,1978,1277141,1308869,2586010
"1161",20,1979,1297209,1383191,2680400
"1162",20,1980,1253816,1387542,2641358
"1163",20,1981,1274828,1361356,2636184
"1164",20,1982,1237255,1300566,2537821
"1165",20,1983,1189059,1206881,2395940
"1166",20,1984,1118030,1141142,2259172
"1167",20,1985,1027003,1049604,2076607
"1168",20,1986,971945,1000066,1972011
"1169",20,1987,958863,981036,1939899
"1170",20,1988,916624,935710,1852334
