"Year","Age","Female","Male","Total"
1963,51,0.00896152302298784,0.00310871488993312,0.006602
1963,52,-0.00914281345590167,-0.0065444493641637,0.008853
1963,53,0.0117539934599872,0.0076678725190662,0.008724
1963,54,-0.00444874635404229,-0.00720718472306999,0.008789
1963,55,0.0079793692346726,0.00560053637902302,0.010108
1963,56,0.000650682117085405,-0.00265418921416616,0.011453
1963,57,0.00572062207406007,0.00118285524837824,0.012279
1963,58,0.0029782024214786,0.000277276480988107,0.013149
1963,59,-0.00741218047540604,-0.00206117633183042,0.013192
1963,60,-0.00210247047490083,0.000877248924445681,0.016798
1963,61,0.0151893723082531,0.018641781270069,0.014539
1963,62,-0.0203993744245378,-0.0135785654128211,0.019702
1963,63,0.018169813489231,0.00735960273899211,0.022405
1963,64,-0.0178943599213656,-0.0107525651526324,0.019959
1963,65,0.015315360733746,0.00850638083075729,0.025721
1963,66,-0.00496003972333698,-0.00718635594240056,0.024395
1963,67,-0.00375815617668006,-0.0040381359019855,0.03024
1963,68,-0.00055109606388447,-0.000826916804725835,0.030595
1963,69,-0.0150348343764083,-0.00980418135776914,0.028794
1963,70,-0.00595870772696448,-0.00264419601283842,0.041247
1963,71,-0.0103872200514472,0.000683725506133011,0.033215
1963,72,-0.0113091874768886,-0.00944584907709243,0.048514
1963,73,0.0189151322737453,0.0151631467484023,0.0545
1963,74,-0.0302260829414141,-0.0194908000591373,0.045876
1963,75,0.0240834729667942,0.0148891996060175,0.065924
1963,76,-0.00854773224836264,-0.00948744790526743,0.068708
1963,77,-0.00478685907770097,-0.0039397452516916,0.066113
1963,78,0.000598135158823774,-0.00106793755848099,0.085872
1963,79,-0.147921332248701,-0.100164717759769,0.068808
1963,80,-0.000412582402083818,-0.000326689795797771,0.108501
1963,81,0.00026914842579414,0.000224907606137997,0.08214
1963,82,2.4479771053216e-05,-2.90598958707537e-06,0.117707
1963,83,-0.000306047377145547,-0.000290952833155264,0.134483
1963,84,-0.000436032252100157,-0.000858016238909501,0.12634
1963,85,-0.000138669968730946,-2.01462660122514e-05,0.158926
1963,86,-5.19828694014952e-05,-6.67956146425529e-05,0.161611
1963,87,-8.22203046265053e-05,-5.1767812171814e-05,0.174849
1963,88,-0.000325832910834309,-0.000123825725201297,0.18777
1963,89,-0.00116387413692208,-0.00159882981988404,0.163872
1963,90,3.04257196555383e-05,0.000622844288457275,0.250552
1963,91,-4.11789356645737e-06,-0.000115972835419486,0.154105
1963,92,-4.15222296321349e-06,-9.0180898637628e-05,0.193402
1963,93,2.88203670210762e-05,0.00061591608203972,0.241196
1963,94,-0.00192154784063241,-0.00212393129046029,0.165056
1963,95,0.000282551332212485,0.000262127506285807,0.225308
1963,96,0.000500464245886223,0.000648426055310742,0.236986
1963,97,-0.000394812920236059,-0.000429483523793445,0.236168
1963,98,-0.00646903897228922,-0.00668188365080528,0.320126
1963,99,0.000649683218855949,0.0048097841126681,0.31433
1963,100,0.0073360013185765,0.00771657725991921,0.332594
1963,101,0.00036519946508732,-0.00675339304732735,0.35161
1963,102,-0.000641132385141446,0.00565915561712359,0.371832
1963,103,0.00174502868762464,0.00211129549125649,0.393134
1963,104,0.00200230271250596,0.00226729703096345,0.415487
1963,105,0.00224282165404034,0.00251463665822398,0.439019
1963,106,0.00252718305910864,0.00277508401323038,0.463822
1963,107,0.00288288821548823,0.00316849581799939,0.490817
1963,108,0.00318313478647682,0.00350596183800621,0.521141
1963,109,1.1330532764315,0.931826909904535,0.553238
1963,110,0.660563,0.741825,0.674829
1964,0,0.00973780557787288,0.0104870577024231,0.028716
1964,1,0.00206396142523934,0.00149037225795671,0.003153
1964,2,0.000231772045816497,-0.000210478493777441,0.001487
1964,3,0.000960699512012512,0.000399894351836106,0.001095
1964,4,0.00123870133172981,0.00104240523053053,0.000928
1964,5,0.00153412794993393,0.00121454493035981,0.000866
1964,6,0.00228101698379164,0.00222186480196619,0.000822
1964,7,-0.00102853030338307,-0.000945400157754769,0.000807
1964,8,-0.00123336695033475,-0.00117543759897337,0.000682
1964,9,-0.00247308246518502,-0.00222106663377204,0.000667
1964,10,-0.00325110430083919,-0.00293805435226357,0.000636
1964,11,-0.00395862201544207,-0.00383624883334104,0.000549
1964,12,-0.00179579228431344,0.00200663983328537,0.000595
1964,13,-0.00422103029876099,0.00328518913560409,0.00058
1964,14,0.00164967563733314,0.00957303086150527,0.00066
1964,15,-0.00709897477171584,-0.00553508185047519,0.000734
1964,16,-0.000590475848971476,0.00088407614585598,0.000815
1964,17,-0.00382268902246234,-0.00308175099429089,0.001172
1964,18,-0.00443128284088813,-0.00274380740702911,0.001314
1964,19,0.000300781300512497,0.00220931273384818,0.001439
1964,20,-0.00083780878984004,0.00144862742800556,0.001591
1964,21,-0.0014233152641989,-0.000987659620327664,0.001356
1964,22,-0.000582150569387499,0.00204901313170309,0.001609
1964,23,-0.00601815594039589,-0.00364477419431136,0.001896
1964,24,0.00413049976058947,0.00025478019055926,0.001842
1964,25,-0.00521181930875339,-0.00536707362018027,0.001971
1964,26,0.00151879286377936,2.21043223638016e-06,0.001987
1964,27,-0.00592929433699948,-0.00459973878472126,0.002132
1964,28,-0.00261599921319771,-0.00250373714766637,0.002262
1964,29,-0.00345911381901522,-0.00252230657017704,0.002293
1964,30,-0.00805739720666613,-0.00649445340093764,0.002551
1964,31,-0.00193509517726973,-0.00205705600109662,0.002136
1964,32,-0.00256915275109217,-0.000849042310124776,0.002954
1964,33,-0.00493436722589106,-0.00471866509666414,0.002833
1964,34,0.00383740872728722,0.00341311318377881,0.002852
1964,35,-0.00794938360995794,-0.00749130791836579,0.002972
1964,36,0.00510223106193824,0.00397657051948862,0.003266
1964,37,-0.0054947639341476,-0.00604163651893896,0.003171
1964,38,-9.7929129465692e-05,-0.00225168245753626,0.003467
1964,39,0.00176071565364064,0.000157033599061135,0.003296
1964,40,-0.00294269387635869,-0.00381759172656357,0.004029
1964,41,-0.000939246537271076,-0.0030092274861615,0.003203
1964,42,0.000215919466119804,0.00119697684646162,0.004389
1964,43,-0.00914299809259401,-0.00899395325837408,0.00452
1964,44,0.00473583951972021,0.00393748955867864,0.0042
1964,45,-0.00608229642094117,-0.00558406341105302,0.004763
1964,46,0.00398933429105835,0.00203617428495136,0.005531
1964,47,-0.00642464906970367,-0.00622844990162181,0.005201
1964,48,-0.000512146740806725,-0.00023071405540655,0.005769
